Marque;Famille;Modele;Nom de code;Plate-forme;Frequence;Nombre de Transistors;Gravure;Jeux d'instructions;Tension;Socket;Nombre de coeur;Date de commercialisation;prix
Intel;Celeron Dual-Core;G440;Sandy Bridge;;1600 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;1;01/07/2012;3228
Intel;Celeron Dual-Core;G550T;Sandy Bridge;;2200 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;23/08/2013;2602
Intel;Celeron Dual-Core;G540T;Sandy Bridge;;2100 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;23/08/2013;1983
Intel;Celeron Dual-Core;G530T;Sandy Bridge;;2000 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;23/08/2013;2129
Intel;Pentium Dual-Core;G620T;Sandy Bridge;;2200 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;22/05/2011;517
Intel;Pentium Dual-Core;G630T;Sandy Bridge;;2300 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;04/09/2011;1958
Intel;Pentium Dual-Core;G640T;Sandy Bridge;;2400 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;03/06/2012;2838
Intel;Pentium Dual-Core;G645T;Sandy Bridge;;2500 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;02/09/2012;2920
Intel;Pentium Dual-Core;G860T;Sandy Bridge;;2600 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;03/06/2012;3166
Intel;Pentium Dual-Core;G620;Sandy Bridge;;2600 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;22/05/2011;2258
Intel;Pentium Dual-Core;G622;Sandy Bridge;;2600 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;01/04/2011;262
Intel;Pentium Dual-Core;G630;Sandy Bridge;;2700 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;04/09/2011;2129
Intel;Pentium Dual-Core;G632;Sandy Bridge;;2700 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;04/09/2011;576
Intel;Pentium Dual-Core;G640;Sandy Bridge;;2800 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;01/04/2012;2340
Intel;Pentium Dual-Core;G645;Sandy Bridge;;2900 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;03/06/2012;1464
Intel;Pentium Dual-Core;G840;Sandy Bridge;;2800 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;22/05/2011;3139
Intel;Pentium Dual-Core;G850;Sandy Bridge;;2900 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;22/05/2011;1013
Intel;Pentium Dual-Core;G860;Sandy Bridge;;3000 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;04/09/2011;2550
Intel;Pentium Dual-Core;G870;Sandy Bridge;;3100 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;03/06/2012;500
Intel;Core i3;2100T;Sandy Bridge;;2500 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;20/02/2011;778
Intel;Core i3;2120T;Sandy Bridge;;2600 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;04/09/2011;2579
Intel;Core i3;2100;Sandy Bridge;;3100 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;20/02/2011;1004
Intel;Core i3;2102;Sandy Bridge;;3100 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;01/06/2011;426
Intel;Core i3;2105;Sandy Bridge;;3100 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;22/05/2011;253
Intel;Core i3;2120;Sandy Bridge;;3330 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;20/02/2011;3184
Intel;Core i3;2125;Sandy Bridge;;3330 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;04/09/2011;3541
Intel;Core i3;2130;Sandy Bridge;;3400 Mhz;504,000,000;32 nanometres;64 bit;;LGA1155;2;04/09/2011;2760
Intel;Core i5;2390T;Sandy Bridge;;2700 MHz;504,000,000;32 nanometres;64 bit;;LGA1155;2;20/02/2011;2016
Intel;Core i5;2500T;Sandy Bridge;;2300 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;05/01/2011;3495
Intel;Core i5;2400S;Sandy Bridge;;2500 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;05/01/2011;2643
Intel;Core i5;2405S;Sandy Bridge;;2500 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;22/05/2011;1554
Intel;Core i5;2500S;Sandy Bridge;;2700 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;05/01/2011;3320
Intel;Core i5;2300;Sandy Bridge;;2800 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;05/01/2011;3511
Intel;Core i5;2310;Sandy Bridge;;2900 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;22/05/2011;1029
Intel;Core i5;2320;Sandy Bridge;;3000 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;04/09/2011;2207
Intel;Core i5;2380P;Sandy Bridge;;3100 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;29/01/2012;1438
Intel;Core i5;2400;Sandy Bridge;;3100 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;05/01/2011;1524
Intel;Core i5;2450P;Sandy Bridge;;3200 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;29/01/2012;2798
Intel;Core i5;2500;Sandy Bridge;;3300 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;05/01/2011;2156
Intel;Core i5;2500K;Sandy Bridge;;3300 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;09/01/2011;3058
Intel;Core i5;2550K;Sandy Bridge;;3400 Mhz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;29/01/2012;2813
Intel;Core i7;2600S;Sandy Bridge;;2800 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;09/01/2011;1452
Intel;Core i7;2600;Sandy Bridge;;3400 Mhz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;05/01/2011;2510
Intel;Core i7;2600K;Sandy Bridge;;3400 Mhz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;09/01/2011;2405
Intel;Core i7;2700K;Sandy Bridge;;3500 Mhz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;23/10/2011;873
Intel;Core i7;3820;Sandy Bridge;;3600 Mhz;1,270,000,000;32 nanometres;64 bit;1,35 V;LGA2011;4;12/02/2012;2370
Intel;Core i7;3930K;Sandy Bridge;;3200 MHz;1,270,000,000;32 nanometres;64 bit;1,35 V;LGA2011;6;14/11/2011;1970
Intel;Core i7;3960X;Sandy Bridge;;3300 MHz;1,270,000,000;32 nanometres;64 bit;1,35 V;LGA2011;6;14/11/2011;1791
Intel;Core i7;3970X;Sandy Bridge;;3500 Mhz;1,270,000,000;32 nanometres;64 bit;1,35 V;LGA2011;6;12/11/2012;273
Intel;Xeon E3-1200;E3-1220L;Sandy Bridge;Bromolow;2200 MHz;604,000,000;32 nanometres;64 bit;;LGA1155;2;03/04/2011;843
Intel;Xeon E3-1200;E3-1260L;Sandy Bridge;Bromolow;2400 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;03/04/2011;721
Intel;Xeon E3-1200;E3-1220;Sandy Bridge;Bromolow;3100 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;03/04/2011;1399
Intel;Xeon E3-1200;E3-1225;Sandy Bridge;Bromolow;3100 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;03/04/2011;426
Intel;Xeon E3-1200;E3-1230;Sandy Bridge;Bromolow;3200 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;03/04/2011;2614
Intel;Xeon E3-1200;E3-1235;Sandy Bridge;Bromolow;3200 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;03/04/2011;2121
Intel;Xeon E3-1200;E3-1240;Sandy Bridge;Bromolow;3300 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;03/04/2011;3439
Intel;Xeon E3-1200;E3-1245;Sandy Bridge;Bromolow;3300 MHz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;03/04/2011;604
Intel;Xeon E3-1200;E3-1270;Sandy Bridge;Bromolow;3400 Mhz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;03/04/2011;2611
Intel;Xeon E3-1200;E3-1275;Sandy Bridge;Bromolow;3400 Mhz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;03/04/2011;2816
Intel;Xeon E3-1200;E3-1280;Sandy Bridge;Bromolow;3500 Mhz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;03/04/2011;1776
Intel;Xeon E3-1200;E3-1290;Sandy Bridge;Bromolow;3600 Mhz;1,160,000,000;32 nanometres;64 bit;;LGA1155;4;29/05/2011;2327
Intel;Celeron Dual-Core;G1610T;Ivy Bridge;;2300 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;20/01/2013;437
Intel;Celeron Dual-Core;G1610;Ivy Bridge;;2600 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;20/01/2013;2384
Intel;Celeron Dual-Core;G1620;Ivy Bridge;;2700 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;20/01/2013;1764
Intel;Pentium Dual-Core;G2020T;Ivy Bridge;;2500 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;20/01/2013;436
Intel;Pentium Dual-Core;G2100T;Ivy Bridge;;2600 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;02/09/2012;578
Intel;Pentium Dual-Core;G2010;Ivy Bridge;;2800 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;20/01/2013;2288
Intel;Pentium Dual-Core;G2020;Ivy Bridge;;2900 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;20/01/2013;723
Intel;Pentium Dual-Core;G2120;Ivy Bridge;;3100 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;20/01/2013;3020
Intel;Pentium Dual-Core;G2130;Ivy Bridge;;3200 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;20/01/2013;2868
Intel;Core i3;3220T;Ivy Bridge;;2800 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;02/09/2012;3257
Intel;Core i3;3240T;Ivy Bridge;;2900 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;02/09/2012;1350
Intel;Core i3;3220;Ivy Bridge;;3300 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;02/09/2012;503
Intel;Core i3;3225;Ivy Bridge;;3300 MHz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;02/09/2012;3239
Intel;Core i3;3240;Ivy Bridge;;3400 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA1155;2;02/09/2012;1954
Intel;Core i5;3470T;Ivy Bridge;;2900 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;2;03/06/2012;523
Intel;Core i5;3570T;Ivy Bridge;;2300 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;29/04/2012;448
Intel;Core i5;3450S;Ivy Bridge;;2800 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;29/04/2012;1318
Intel;Core i5;3470S;Ivy Bridge;;2900 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;03/06/2012;3154
Intel;Core i5;3475S;Ivy Bridge;;2900 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;03/06/2012;511
Intel;Core i5;3550S;Ivy Bridge;;3000 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;29/04/2012;2852
Intel;Core i5;3570S;Ivy Bridge;;3100 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;29/04/2012;3457
Intel;Core i5;3450;Ivy Bridge;;3100 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;29/04/2012;940
Intel;Core i5;3470;Ivy Bridge;;3200 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;03/06/2012;732
Intel;Core i5;3550;Ivy Bridge;;3300 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;29/04/2012;2633
Intel;Core i5;3570;Ivy Bridge;;3400 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;29/04/2012;3351
Intel;Core i5;3570K;Ivy Bridge;;3400 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;29/04/2012;1876
Intel;Core i7;3770T;Ivy Bridge;;2500 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;29/04/2012;1690
Intel;Core i7;3770S;Ivy Bridge;;3100 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;29/04/2012;1968
Intel;Core i7;3770;Ivy Bridge;;3400 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;29/04/2012;2209
Intel;Core i7;3770K;Ivy Bridge;;3500 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1155;4;29/04/2012;3005
Intel;Core i7;4820K;Ivy Bridge;;3700 MHz;1,400,000,000;22 nanometres;64 bit;;LGA2011;4;10/09/2013;541
Intel;Core i7;4930K;Ivy Bridge;;3400 Mhz;1,860,000,000;22 nanometres;64 bit;;LGA2011;6;10/09/2013;609
Intel;Core i7;4960X;Ivy Bridge;;3600 Mhz;1,860,000,000;22 nanometres;64 bit;;LGA2011;6;10/09/2013;1108
Intel;Xeon E5-2600 v2;E5-2640 v2;Ivy Bridge-EP;Romley-EP;2000 MHz;1,400,000,000;22 nanometres;64 bit;1,3 V;LGA 2011;8;10/09/2013;2796
Intel;Xeon E5-2600 v2;E5-2650 v2;Ivy Bridge-EP;Romley-EP;2600 MHz;1,400,000,000;22 nanometres;64 bit;1,3 V;LGA 2011;8;10/09/2013;1235
Intel;Xeon E5-2600 v2;E5-2650L v2;Ivy Bridge-EP;Romley-EP;1700 MHz;1,400,000,000;22 nanometres;64 bit;1,3 V;LGA 2011;10;10/09/2013;2008
Intel;Xeon E5-2600 v2;E5-2660 v2;Ivy Bridge-EP;Romley-EP;2200 MHz;1,400,000,000;22 nanometres;64 bit;1,3 V;LGA 2011;10;10/09/2013;1007
Intel;Xeon E5-2600 v2;E5-2670 v2;Ivy Bridge-EP;Romley-EP;2500 MHz;1,400,000,000;22 nanometres;64 bit;1,3 V;LGA 2011;10;10/09/2013;2650
Intel;Xeon E5-2600 v2;E5-2680 v2;Ivy Bridge-EP;Romley-EP;2800 MHz;1,400,000,000;22 nanometres;64 bit;1,3 V;LGA 2011;10;10/09/2013;546
Intel;Xeon E5-2600 v2;E5-2690 v2;Ivy Bridge-EP;Romley-EP;3000 MHz;1,400,000,000;22 nanometres;64 bit;1,3 V;LGA 2011;10;10/09/2013;489
Intel;Xeon E5-2600 v2;E5-2687W v2;Ivy Bridge-EP;Romley-EP;3400 Mhz;1,400,000,000;22 nanometres;64 bit;1,3 V;LGA 2011;10;10/09/2013;1860
Intel;Xeon E5-2600 v2;E5-2643 v2;Ivy Bridge-EP;Romley-EP;3500 Mhz;1,400,000,000;22 nanometres;64 bit;1,3 V;LGA 2011;10;10/09/2013;3277
Intel;Xeon E5-2600 v2;E5-2695 v2;Ivy Bridge-EP;Romley-EP;2400 MHz;1,400,000,000;22 nanometres;64 bit;1,3 V;LGA 2011;12;10/09/2013;2398
Intel;Xeon E5-2600 v2;E5-2697 v2;Ivy Bridge-EP;Romley-EP;2700 MHz;1,400,000,000;22 nanometres;64 bit;1,3 V;LGA 2011;12;10/09/2013;326
Intel;Core i5;4570TE;Haswell;;2700 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;2;02/06/2013;452
Intel;Core i5;4570T;Haswell;;2900 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;2;02/06/2013;694
Intel;Core i5;4670T;Haswell;;2300 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;494
Intel;Core i5;4430S;Haswell;;2700 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;1612
Intel;Core i5;4570S;Haswell;;2900 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;298
Intel;Core i5;4430;Haswell;;3000 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;3525
Intel;Core i5;4670S;Haswell;;3100 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;2803
Intel;Core i5;4570;Haswell;;3200 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;1648
Intel;Core i5;4670;Haswell;;3400 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;281
Intel;Core i5;4670K;Haswell;;3400 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;1381
Intel;Core i7;4765T;Haswell;;2000 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;2793
Intel;Core i7;4700EQ;Haswell;;2400 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;1570
Intel;Core i7;4770T;Haswell;;2500 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;2042
Intel;Core i7;4770S;Haswell;;3100 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;2955
Intel;Core i7;4770;Haswell;;3400 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;830
Intel;Core i7;4770K;Haswell;;3500 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;2745
Intel;Xeon E3-1200 v3;E3-1220L v3;Haswell;Denlow;1100 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;2;04/06/2013;1322
Intel;Xeon E3-1200 v3;E3-1230L v3;Haswell;Denlow;1800 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;2711
Intel;Xeon E3-1200 v3;E3-1268L v3;Haswell;Denlow;2300 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;3465
Intel;Xeon E3-1200 v3;E3-1265L v3;Haswell;Denlow;2500 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;3095
Intel;Xeon E3-1200 v3;E3-1275L v3;Haswell;Denlow;2900 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;11/05/2014;3389
Intel;Xeon E3-1200 v3;E3-1285L v3;Haswell;Denlow;3100 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;2207
Intel;Xeon E3-1200 v3;E3-1220 v3;Haswell;Denlow;3100 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;1864
Intel;Xeon E3-1200 v3;E3-1225 v3;Haswell;Denlow;3200 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;2648
Intel;Xeon E3-1200 v3;E3-1230 v3;Haswell;Denlow;3300 MHz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;2077
Intel;Xeon E3-1200 v3;E3-1240 v3;Haswell;Denlow;3400 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;2669
Intel;Xeon E3-1200 v3;E3-1245 v3;Haswell;Denlow;3400 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;2100
Intel;Xeon E3-1200 v3;E3-1270 v3;Haswell;Denlow;3500 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;1123
Intel;Xeon E3-1200 v3;E3-1275 v3;Haswell;Denlow;3500 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;3071
Intel;Xeon E3-1200 v3;E3-1280 v3;Haswell;Denlow;3600 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;1046
Intel;Xeon E3-1200 v3;E3-1285 v3;Haswell;Denlow;3600 Mhz;1,400,000,000;22 nanometres;64 bit;;LGA 1150;4;02/06/2013;2865
