Marque;Famille;Modele;Nom de code;Plate-forme;Frequence;Nombre de Transistors;Gravure;Jeux d'instructions;Tension;Socket;Nombre de coeur;Date de commercialisation;prix
Intel;Pentium 4 HT;672;Prescott 2M;;3800 MHz;169,000,000;90 nanometres;64 bit;1,40 V;LGA 775;1;14/11/2005;3364
Intel;Pentium 4 HT;4 00;Prescott 2M;;4000 MHz;169,000,000;90 nanometres;64 bit;1,40 V;LGA 775;1;;1176
Intel;Pentium 4 HT;631;Cedar Mill;;3000 MHz;188,000,000;65 nanometres;64 bit;1,325 V;LGA 775;1;05/06/2006;2490
Intel;Pentium 4 HT;641;Cedar Mill;;3200 MHz;188,000,000;65 nanometres;64 bit;1,40 V;LGA 775;1;05/06/2006;2024
Intel;Pentium 4 HT;651;Cedar Mill;;3400 MHz;188,000,000;65 nanometres;64 bit;1,40 V;LGA 775;1;05/06/2006;311
Intel;Pentium 4 HT;661;Cedar Mill;;3600 MHz;188,000,000;65 nanometres;64 bit;1,40 V;LGA 775;1;05/06/2006;1811
Intel;Pentium 4 Extreme Edition ;3,2;Gallatin;;3200 MHz;169,000,000;130 nanometres;32 bits;1,55 V;Socket 478;1;03/11/2003;3073
Intel;Pentium 4 Extreme Edition ;3,4;Gallatin;;3400 MHz;169,000,000;130 nanometres;32 bits;1,575 V;Socket 478;1;02/02/2004;2637
Intel;Pentium 4 Extreme Edition ;3,4;Gallatin;;3400 MHz;169,000,000;130 nanometres;32 bits;1,4 V;LGA 775;1;21/06/2004;1651
Intel;Pentium 4 Extreme Edition ;3,46;Gallatin;;3460 MHz;169,000,000;130 nanometres;32 bits;1,4 V;LGA 775;1;31/10/2004;3252
Intel;Pentium 4 Extreme Edition ;3,73;Prescott 2M;;3730 MHz;169,000,000;90 nanometres;64 bit;1,4 V;LGA 775;1;21/02/2005;802
Intel;Pentium D;805;Smithfield;;2667 MHz;230,000,000;90 nanometres;64 bit;1,4 V;LGA 775;2;01/12/2005;920
Intel;Pentium D;820;Smithfield;;2800 MHz;230,000,000;90 nanometres;64 bit;1,4 V;LGA 775;2;26/05/2005;242
Intel;Pentium D;830;Smithfield;;3000 MHz;230,000,000;90 nanometres;64 bit;1,4 V;LGA 775;2;26/05/2005;473
Intel;Pentium D;840;Smithfield;;3200 MHz;230,000,000;90 nanometres;64 bit;1,4 V;LGA 775;2;26/05/2005;2836
Intel;Pentium D;915;Presler;;2800 MHz;376,000,000;65 nanometres;64 bit;1,3375 V;LGA 775;2;23/07/2006;930
Intel;Pentium D;920;Presler;;2800 MHz;376,000,000;65 nanometres;64 bit;1,3375 V;LGA 775;2;16/01/2006;3117
Intel;Pentium D;925;Presler;;3000 MHz;376,000,000;65 nanometres;64 bit;1,3375 V;LGA 775;2;01/10/2006;2169
Intel;Pentium D;930;Presler;;3000 MHz;376,000,000;65 nanometres;64 bit;1,3375 V;LGA 775;2;16/01/2006;2343
Intel;Pentium D;935;Presler;;3200 MHz;376,000,000;65 nanometres;64 bit;1,3375 V;LGA 775;2;01/01/2007;2587
Intel;Pentium D;940;Presler;;3200 MHz;376,000,000;65 nanometres;64 bit;1,3375 V;LGA 775;2;16/01/2006;421
Intel;Pentium D;945;Presler;;3400 MHz;376,000,000;65 nanometres;64 bit;1,3375 V;LGA 775;2;23/07/2006;494
Intel;Pentium D;950;Presler;;3400 MHz;376,000,000;65 nanometres;64 bit;1,3375 V;LGA 775;2;16/01/2006;3522
Intel;Pentium D;960;Presler;;3600 MHz;376,000,000;65 nanometres;64 bit;1,3375 V;LGA 775;2;02/05/2006;2037
Intel;Pentium  Extreme Edition;840;Smithfield;;3200 MHz;230,000,000;90 nanometres;64 bit;1,4 V;LGA 775;2;01/05/2005;2450
Intel;Pentium  Extreme Edition;955;Presler;;3460 MHz;376,000,000;65 nanometres;64 bit;1,3375 V;LGA 775;2;16/01/2006;2413
Intel;Pentium  Extreme Edition;965;Presler;;3730 MHz;376,000,000;65 nanometres;64 bit;1,3375 V;LGA 775;2;22/03/2006;3202
Intel;Pentium M;715;Dothan;Carmel Refresh;1500 MHz;144,000,000;90 nanometres;32 bit;1,34 V;Socket 479;1;23/06/2004;1745
Intel;Pentium M;725;Dothan;Carmel Refresh;1600 MHz;144,000,000;90 nanometres;32 bit;1,34 V;Socket 479;1;23/06/2004;598
Intel;Pentium M;735;Dothan;Carmel Refresh;1700 MHz;144,000,000;90 nanometres;32 bit;1,34 V;Socket 479;1;10/05/2004;3015
Intel;Pentium M;745;Dothan;Carmel Refresh;1800 MHz;144,000,000;90 nanometres;32 bit;1,34 V;Socket 479;1;10/05/2004;991
Intel;Pentium M;745A;Dothan;Carmel Refresh;1800 MHz;144,000,000;90 nanometres;32 bit;1,34 V;Socket 479;1;10/05/2004;3001
Intel;Pentium M;755;Dothan;Carmel Refresh;2000 MHz;144,000,000;90 nanometres;32 bit;1,34 V;Socket 479;1;10/05/2004;2742
Intel;Pentium M;765;Dothan;Carmel Refresh;2100 MHz;144,000,000;90 nanometres;32 bit;1,356 V;Socket 479;1;20/10/2004;2743
Intel;Pentium M;LV 738;Dothan;Carmel Refresh;1400 MHz;144,000,000;90 nanometres;32 bit;1,116 V;Socket 479;1;20/07/2004;2493
Intel;Pentium M;LV 758;Dothan;Carmel Refresh;1500 MHz;144,000,000;90 nanometres;32 bit;1,116 V;Socket 479;1;19/01/2005;3316
Intel;Pentium M;LV 778;Dothan;Carmel Refresh;1600 MHz;144,000,000;90 nanometres;32 bit;1,116 V;Socket 479;1;01/07/2005;1950
Intel;Pentium M;ULV 723;Dothan;Carmel Refresh;1000 MHz;144,000,000;90 nanometres;32 bit;1,116 V;Socket 479;1;20/07/2004;3314
Intel;Pentium M;ULV 733;Dothan;Carmel Refresh;1100 MHz;144,000,000;90 nanometres;32 bit;1,116 V;Socket 479;1;20/07/2004;1131
Intel;Pentium M;ULV 753;Dothan;Carmel Refresh;1200 MHz;144,000,000;90 nanometres;32 bit;1,116 V;Socket 479;1;19/01/2005;325
Intel;Pentium M;ULV 773;Dothan;Carmel Refresh;1300 MHz;144,000,000;90 nanometres;32 bit;1,116 V;Socket 479;1;01/01/2006;797
Intel;Core Solo;T1250;Yonah;Sonoma;1730 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;1547
Intel;Core Solo;T1300;Yonah;Sonoma;1667 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;2581
Intel;Core Solo;T1400;Yonah;Sonoma;1830 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;1167
Intel;Core Solo;U1300;Yonah;Sonoma;1060 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;2831
Intel;Core Solo;U1400;Yonah;Sonoma;1200 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;1660
Intel;Core Solo;U1500;Yonah;Sonoma;1330 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;1615
Intel;Core Duo;T2300E;Yonah;Sonoma;1667 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;2067
Intel;Core Duo;T2050;Yonah;Sonoma;1600 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;987
Intel;Core Duo;T2250;Yonah;Sonoma;1730 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;2386
Intel;Core Duo;T2300;Yonah;Sonoma;1667 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;1732
Intel;Core Duo;T2350;Yonah;Sonoma;1860 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;1015
Intel;Core Duo;T2400;Yonah;Sonoma;1830 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;1738
Intel;Core Duo;T2450;Yonah;Sonoma;2000 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;345
Intel;Core Duo;T2500;Yonah;Sonoma;2000 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;373
Intel;Core Duo;T2600;Yonah;Sonoma;2160 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;3077
Intel;Core Duo;T2700;Yonah;Sonoma;2330 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;989
Intel;Core Duo;L2300;Yonah;Sonoma;1500 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;2930
Intel;Core Duo;L2400;Yonah;Sonoma;1667 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;3152
Intel;Core Duo;L2500;Yonah;Sonoma;1830 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;2536
Intel;Core Duo;U2400;Yonah;Sonoma;1060 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;2700
Intel;Core Duo;U2500;Yonah;Sonoma;1200 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;3224
Intel;Pentium Dual-Core;T2060;Yonah;Sonoma;1600 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;2881
Intel;Pentium Dual-Core;T2080;Yonah;Sonoma;1730 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;552
Intel;Pentium Dual-Core;T2130;Yonah;Sonoma;1860 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;1352
Intel;Celeron M;410;Yonah;Sonoma;1460 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;873
Intel;Celeron M;420;Yonah;Sonoma;1600 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;3436
Intel;Celeron M;423;Yonah;Sonoma;1060 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;1153
Intel;Celeron M;430;Yonah;Sonoma;1730 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;1813
Intel;Celeron M;440;Yonah;Sonoma;1860 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;3124
Intel;Celeron M;443;Yonah;Sonoma;1200 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;1243
Intel;Celeron M;450;Yonah;Sonoma;2000 MHz;151,000,000;65 nanometres;32 bit;;Socket M;1;;849
Intel;Xeon Dual-Core;ULV 1 6 GHz;Sossaman;Sonoma;1667 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;958
Intel;Xeon Dual-Core;LV 1 6 GHz;Sossaman;Sonoma;1667 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;295
Intel;Xeon Dual-Core;LV 2 0 GHz;Sossaman;Sonoma;2000 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;2690
Intel;Xeon Dual-Core;LV 2 16 GHz;Sossaman;Sonoma;2167 MHz;151,000,000;65 nanometres;32 bit;;Socket M;2;;234
Intel;Core 2 Duo Mobile;T7200;Merom;Napa Refresh;2000 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;2;28/08/2006;474
Intel;Core 2 Duo Mobile;T7400;Merom;Napa Refresh;2167 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;2;28/08/2006;1383
Intel;Core 2 Duo Mobile;T5470;Merom;Napa Refresh;1600 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;2;28/08/2006;1078
Intel;Core 2 Duo Mobile;T5550;Merom;Napa Refresh;1830 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;2;28/08/2006;1397
Intel;Core 2 Duo Mobile;T7600;Merom;Napa Refresh;2330 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;2;28/08/2006;1756
Intel;Core 2 Duo Mobile;T7600G;Merom;Napa Refresh;2330 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;2;28/08/2006;1926
Intel;Core 2 Duo Mobile;T5200;Merom;Napa Refresh;1600 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;2;01/01/2007;783
Intel;Core 2 Duo Mobile;T5250;Merom;Napa Refresh;1500 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;2;01/01/2007;1857
Intel;Core 2 Duo Mobile;T5300;Merom;Napa Refresh;1730 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;2;01/01/2007;1531
Intel;Core 2 Duo Mobile;T5450;Merom;Napa Refresh;1667 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;2;01/01/2007;227
Intel;Core 2 Duo Mobile;T5500;Merom;Napa Refresh;1667 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;2;28/08/2006;474
Intel;Core 2 Duo Mobile;T5600;Merom;Napa Refresh;1830 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;2;28/08/2006;3520
Intel;Core 2 Duo Mobile;L7200;Merom;Napa Refresh;1330 MHz;291,000,000;65 nanometres;64 bit;1,10 V;Socket M;2;01/02/2007;3489
Intel;Core 2 Duo Mobile;L7400;Merom;Napa Refresh;1500 MHz;291,000,000;65 nanometres;64 bit;1,10 V;Socket M;2;01/02/2007;1365
Intel;Core 2 Duo Mobile;U7500;Merom;Napa Refresh;1060 MHz;291,000,000;65 nanometres;64 bit;0,975 V;Socket M;2;01/04/2007;2946
Intel;Core 2 Duo Mobile;U7600;Merom;Napa Refresh;1200 MHz;291,000,000;65 nanometres;64 bit;0,975 V;Socket M;2;01/04/2007;564
Intel;Core 2 Duo Mobile;U7700;Merom;Napa Refresh;1330 MHz;291,000,000;65 nanometres;64 bit;0,975 V;Socket M;2;01/04/2007;766
Intel;Core 2 Solo;U2100;Merom;Napa Refresh;1060 MHz;291,000,000;65 nanometres;64 bit;0,975 V;Socket M;2;02/09/2007;761
Intel;Core 2 Solo;U2200;Merom;Napa Refresh;1200 MHz;291,000,000;65 nanometres;64 bit;0,975 V;Socket M;2;02/09/2007;379
Intel;Core 2 Extreme Mobile;X7800;Merom;Santa Rosa;2600 MHz;291,000,000;65 nanometres;64 bit;1,375 V;Socket P;2;10/07/2007;1522
Intel;Core 2 Extreme Mobile;X7900;Merom;Santa Rosa;2800 MHz;291,000,000;65 nanometres;64 bit;1,375 V;Socket P;2;10/07/2007;689
Intel;Core 2 Duo Mobile;T7100;Merom;Santa Rosa;1800 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket P;2;09/05/2007;2686
Intel;Core 2 Duo Mobile;T7250;Merom;Santa Rosa;2000 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket P;2;02/09/2007;922
Intel;Core 2 Duo Mobile;T7300;Merom;Santa Rosa;2000 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket P;2;09/05/2007;3289
Intel;Core 2 Duo Mobile;T7500;Merom;Santa Rosa;2200 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket P;2;09/05/2007;2766
Intel;Core 2 Duo Mobile;T7700;Merom;Santa Rosa;2400 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket P;2;09/05/2007;718
Intel;Core 2 Duo Mobile;T7800;Merom;Santa Rosa;2600 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket P;2;02/09/2007;2067
Intel;Core 2 Duo Mobile;T5250;Merom;Santa Rosa;1500 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;;2369
Intel;Core 2 Duo Mobile;T5270;Merom;Santa Rosa;1400 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;;2567
Intel;Core 2 Duo Mobile;T5450;Merom;Santa Rosa;1667 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;;2162
Intel;Core 2 Duo Mobile;T5470;Merom;Santa Rosa;1600 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;;3124
Intel;Core 2 Duo Mobile;T5550;Merom;Santa Rosa;1830 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket P;2;;3361
Intel;Core 2 Duo Mobile;T5670;Merom;Santa Rosa;1800 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;;1893
Intel;Core 2 Duo Mobile;T5750;Merom;Santa Rosa;2000 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;;605
Intel;Core 2 Duo Mobile;T5800;Merom;Santa Rosa;2000 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;;324
Intel;Core 2 Duo Mobile;T5850;Merom;Santa Rosa;2160 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;;1675
Intel;Core 2 Duo Mobile;T5870;Merom;Santa Rosa;2000 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;;1500
Intel;Core 2 Duo Mobile;T5900;Merom;Santa Rosa;2200 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;;1395
Intel;Core 2 Duo Mobile;T5950;Merom;Santa Rosa;2330 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;;905
Intel;Core 2 Duo Mobile;T7300;Merom;Santa Rosa;1400 MHz;291,000,000;65 nanometres;64 bit;1,20 V;Socket P;2;09/05/2007;355
Intel;Core 2 Duo Mobile;T7500;Merom;Santa Rosa;1600 MHz;291,000,000;65 nanometres;64 bit;1,20 V;Socket P;2;09/05/2007;432
Intel;Core 2 Duo Mobile;T7700;Merom;Santa Rosa;1800 MHz;291,000,000;65 nanometres;64 bit;1,20 V;Socket P;2;02/09/2007;989
Intel;Core 2 Duo Mobile;T7800;Merom;Santa Rosa;2000 MHz;291,000,000;65 nanometres;64 bit;1,20 V;Socket P;2;02/09/2007;324
Intel;Core 2 Solo;U2100;Merom;Santa Rosa;1060 MHz;291,000,000;65 nanometres;64 bit;0,975 V;Socket P;1;02/09/2007;2229
Intel;Core 2 Solo;U2200;Merom;Santa Rosa;1200 MHz;291,000,000;65 nanometres;64 bit;0,975 V;Socket P;1;02/09/2007;760
Intel;Pentium Dual-Core;T3200;Merom;Santa Rosa;2000 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;01/12/2008;3258
Intel;Pentium Dual-Core;T3400;Merom;Santa Rosa;2160 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;01/12/2008;3335
Intel;Pentium Dual-Core;T2310;Merom;Santa Rosa;1460 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;01/12/2008;1106
Intel;Pentium Dual-Core;T2330;Merom;Santa Rosa;1600 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;01/12/2008;1460
Intel;Pentium Dual-Core;T2370;Merom;Santa Rosa;1730 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;01/12/2008;1759
Intel;Pentium Dual-Core;T2390;Merom;Santa Rosa;1860 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;01/12/2008;1009
Intel;Mobile Celeron Dual-Core;T1600;Merom;Santa Rosa;1667 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;01/12/2008;1475
Intel;Mobile Celeron Dual-Core;T1700;Merom;Santa Rosa;1830 MHz;291,000,000;65 nanometres;64 bit;1,175 V;Socket P;2;01/12/2008;3166
Intel;Celeron M;520;Merom;Santa Rosa;1600 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;1;01/10/2008;1933
Intel;Celeron M;523;Merom;Santa Rosa;933 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;1;01/10/2008;969
Intel;Celeron M;530;Merom;Santa Rosa;1730 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;1;01/10/2008;2059
Intel;Celeron M;540;Merom;Santa Rosa;1860 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;1;01/10/2008;2045
Intel;Celeron M;550;Merom;Santa Rosa;2000 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;1;01/10/2008;571
Intel;Celeron M;560;Merom;Santa Rosa;2130 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;1;01/10/2008;2366
Intel;Celeron M;570;Merom;Santa Rosa;2260 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;1;01/10/2008;1703
Intel;Celeron M;575;Merom;Santa Rosa;2000 MHz;291,000,000;65 nanometres;64 bit;1,30 V;Socket M;1;01/10/2008;2113
